2024-07-24 14:32:58.663453,-905,177,259,-905,177,259,-908,177,265,-908,177,265,-906,176,264,-906,176,264,-906,176,264,-908,176,263,-908,176,263,-905,177,266,-904,174,263,-904,174,263,-907,174,267,-907,174,267,-905,179,267,-905,179,267,-910,174,264,-908,178,263,-908,178,263,-908,177,267
2024-07-24 14:33:00.283834,-909,176,264,-909,176,264,-909,176,264,-909,176,264,-905,172,257,-905,172,257,-908,179,268,-908,179,268,-908,179,268,-904,174,263,-904,174,263,-908,182,272,-908,182,272,-908,177,266,-908,177,266,-909,174,264,-909,174,264,-910,178,267,-910,178,267,-910,178,267
2024-07-24 14:33:01.888307,-905,178,264,-908,177,265,-908,177,265,-908,177,265,-897,182,265,-897,182,265,-908,180,264,-905,178,262,-905,178,262,-905,178,262,-905,178,262,-908,177,263,-908,177,263,-908,177,264,-906,176,267,-906,176,267,-908,177,268,-908,177,268,-908,177,268,-904,176,264
2024-07-24 14:33:03.508016,-908,178,267,-908,178,267,-908,178,267,-905,176,259,-905,176,259,-908,177,267,-908,177,267,-909,179,267,-909,179,267,-905,177,261,-905,177,261,-908,174,268,-908,174,268,-910,173,267,-910,173,267,-906,178,267,-905,177,267,-905,177,267,-906,178,267,-906,178,267
2024-07-24 14:33:05.128961,-902,179,269,-902,179,269,-902,179,269,-902,179,269,-908,173,267,-908,173,267,-908,180,262,-910,178,263,-910,178,263,-908,176,266,-904,178,265,-904,178,265,-904,178,265,-904,178,265,-904,178,265,-907,172,261,-905,175,265,-905,175,265,-905,175,265,-905,175,265
2024-07-24 14:33:06.748799,-906,177,263,-906,177,263,-906,171,265,-906,171,265,-908,175,259,-908,175,259,-906,174,264,-906,174,264,-904,174,263,-904,174,263,-897,177,261,-897,177,261,-897,177,261,-908,176,265,-908,176,265,-908,176,265,-904,177,260,-904,177,260,-904,177,260,-906,177,263
2024-07-24 14:33:08.353528,-904,177,264,-909,178,264,-909,178,264,-909,178,264,-909,178,264,-907,172,267,-907,172,267,-907,172,267,-907,172,267,-906,176,266,-906,176,266,-908,179,267,-908,179,267,-908,179,267,-906,179,272,-906,179,272,-906,176,264,-906,176,264,-906,176,264,-908,172,264
2024-07-24 14:33:09.958847,-906,174,267,-906,174,266,-906,174,266,-905,183,263,-905,183,263,-906,171,257,-906,171,257,-906,178,267,-906,178,267,-904,179,267,-904,179,267,-904,179,267,-908,177,264,-908,177,264,-908,177,264,-909,180,267,-909,180,267,-908,179,266,-908,179,266,-904,179,266
2024-07-24 14:33:11.575753,-909,182,263,-906,172,265,-906,172,265,-904,175,258,-904,175,258,-908,179,270,-908,179,270,-908,179,270,-908,179,270,-906,177,266,-906,177,266,-906,177,266,-906,177,266,-908,180,269,-908,180,269,-906,167,255,-908,177,265,-908,177,265,-908,177,265,-906,177,264
2024-07-24 14:33:13.184080,-909,182,269,-909,182,269,-902,178,268,-902,178,268,-906,178,264,-906,178,264,-904,173,261,-904,173,261,-906,180,266,-906,180,266,-906,180,266,-908,174,265,-908,174,265,-908,174,265,-904,170,261,-904,170,261,-907,177,263,-904,174,266,-902,174,264,-902,174,264
