subjectID,sessionIdx,eventNumber,onsetTime,peakTime,offsetTime,duration,amplitude,direction,peakVelocity,strength,onsetIndex,peakIndex,offsetIndex,absAmplitude,absPeakVelocity,timeSincePrevious,passQC
FLIC_0017,1,2,5.3535,5.3645,5.449,0.0954999999999995,4.76349116288802,1,71.7566970851964,341.812392443366,10708,10730,10899,4.76349116288802,71.7566970851964,0.7485,1
FLIC_0017,1,3,8.3995,8.4295,8.4835,0.0839999999999996,-4.04640509583539,-1,-70.3783883719639,284.779469344997,16800,16860,16968,4.04640509583539,70.3783883719639,3.046,1
FLIC_0017,1,4,9.742,9.786,9.8535,0.111499999999999,-4.47680863181595,-1,-61.3360797055405,274.589891067515,19485,19573,19708,4.47680863181595,61.3360797055405,1.3425,1
FLIC_0017,1,5,11.0895,11.14,11.1885,0.0990000000000002,5.07928332713333,1,71.9617575873089,365.514155504428,22180,22281,22378,5.07928332713333,71.9617575873089,1.3475,1
FLIC_0017,1,6,13.7645,13.8035,13.841,0.0764999999999993,-3.65558751601238,-1,-66.5069760755073,243.122071469359,27530,27608,27683,3.65558751601238,66.5069760755073,2.675,1
FLIC_0017,1,7,14.9175,14.9545,15.0135,0.0960000000000001,-3.9933035463444,-1,-54.4310412602802,217.359670095895,29836,29910,30028,3.9933035463444,54.4310412602802,1.153,1
FLIC_0017,1,8,16.531,16.5795,16.6325,0.101500000000001,4.90451981832678,1,69.5546231311814,341.13202760313,33063,33160,33266,4.90451981832678,69.5546231311814,1.6135,1
FLIC_0017,1,9,17.4795,17.5025,17.585,0.105499999999999,3.70911038646785,1,52.0424571741357,193.031218441895,34960,35006,35171,3.70911038646785,52.0424571741357,0.948500000000003,1
FLIC_0017,1,10,19.1525,19.1635,19.251,0.0985000000000014,-3.87159236811312,-1,-57.7396924373919,223.544552577806,38306,38328,38503,3.87159236811312,57.7396924373919,1.673,1
FLIC_0017,1,11,24.4575,24.4805,24.5595,0.102,-4.24164564091613,-1,-60.0336922337974,254.641648971587,48916,48962,49120,4.24164564091613,60.0336922337974,5.305,1
FLIC_0017,2,1,3.4145,3.449,3.5285,0.114,-4.66678126867628,-1,-65.0355827994716,303.506839606019,6830,6899,7058,4.66678126867628,65.0355827994716,NaN,1
FLIC_0017,2,2,3.6915,3.721,3.7715,0.0800000000000001,5.35690265189175,1,97.2748604719636,521.091958024661,7384,7443,7544,5.35690265189175,97.2748604719636,0.277,1
FLIC_0017,2,3,4.5475,4.582,4.661,0.113499999999999,-5.15254159916985,-1,-74.2580656544717,382.617772358551,9096,9165,9323,5.15254159916985,74.2580656544717,0.856,1
FLIC_0017,2,4,5.7445,5.757,5.846,0.1015,5.58733694468525,1,75.5718096508394,422.245164038857,11490,11515,11693,5.58733694468525,75.5718096508394,1.197,1
FLIC_0017,2,5,7.1465,7.177,7.2555,0.109,5.23007248317978,1,60.0049215873195,313.8300892492,14294,14355,14512,5.23007248317978,60.0049215873195,1.402,1
FLIC_0017,2,6,8.465,8.5155,8.554,0.0890000000000004,-5.07739188369148,-1,-79.0663686814224,401.450938616012,16931,17032,17109,5.07739188369148,79.0663686814224,1.3185,1
FLIC_0017,2,7,9.835,9.8725,9.946,0.110999999999999,-5.12772148726508,-1,-64.8989534238713,332.783757972601,19671,19746,19893,5.12772148726508,64.8989534238713,1.37,1
FLIC_0017,2,8,11.1745,11.2065,11.276,0.1015,5.15840429998098,1,81.2703804312066,419.225479877426,22350,22414,22553,5.15840429998098,81.2703804312066,1.3395,1
FLIC_0017,2,9,12.4055,12.4475,12.5305,0.125,4.700450345284,1,59.1114437323272,277.850406101853,24812,24896,25062,4.700450345284,59.1114437323272,1.231,1
FLIC_0017,2,10,13.7805,13.8165,13.876,0.0954999999999995,-5.25713108230981,-1,-98.3229513635948,516.89664371799,27562,27634,27753,5.25713108230981,98.3229513635948,1.375,1
FLIC_0017,2,11,15.1945,15.238,15.311,0.1165,-5.7701291640813,-1,-68.94528493289,397.823199317164,30390,30477,30623,5.7701291640813,68.94528493289,1.414,1
