2024-07-23 12:59:25.557296,1442,308
2024-07-23 12:59:27.176146,1420,290
2024-07-23 12:59:28.767049,1423,292
2024-07-23 12:59:30.401720,1392,268
2024-07-23 12:59:32.021120,1392,268
2024-07-23 12:59:33.626464,1392,268
2024-07-23 12:59:35.247638,1391,268
2024-07-23 12:59:36.852176,1391,268
2024-07-23 12:59:38.487184,1391,268
2024-07-23 12:59:40.135342,1392,268
2024-07-23 12:59:41.771344,1394,268
2024-07-23 12:59:43.377319,1393,268
2024-07-23 12:59:44.996397,1393,268
2024-07-23 12:59:46.601669,1393,269
2024-07-23 12:59:48.221682,1393,268
2024-07-23 12:59:49.826805,1392,268
2024-07-23 12:59:51.461488,1392,268
2024-07-23 12:59:53.067995,1392,268
2024-07-23 12:59:54.687124,1392,268
2024-07-23 12:59:56.277531,1392,268
2024-07-23 12:59:57.883423,1392,268
2024-07-23 12:59:59.474320,1392,268
2024-07-23 13:00:01.078113,1392,268
2024-07-23 13:00:02.698115,1392,268
2024-07-23 13:00:04.302783,1391,268
2024-07-23 13:00:05.922616,1393,268
2024-07-23 13:00:07.542334,1395,269
2024-07-23 13:00:09.162845,1394,269
2024-07-23 13:00:10.768038,1392,268
2024-07-23 13:00:12.388380,1392,268
2024-07-23 13:00:14.007806,1392,268
2024-07-23 13:00:15.613430,1392,268
2024-07-23 13:00:17.219253,1392,268
2024-07-23 13:00:18.852625,1392,268
2024-07-23 13:00:20.457728,1393,268
2024-07-23 13:00:22.077623,1395,269
2024-07-23 13:00:23.682568,1392,268
2024-07-23 13:00:25.303004,1392,268
2024-07-23 13:00:26.964143,1392,268
2024-07-23 13:00:28.497932,1392,268
2024-07-23 13:00:30.118420,1392,268
2024-07-23 13:00:31.737317,1392,268
2024-07-23 13:00:33.343637,1392,268
2024-07-23 13:00:34.962909,1392,268
2024-07-23 13:00:36.569303,1392,268
2024-07-23 13:00:38.189412,1392,268
2024-07-23 13:00:39.823396,1392,268
2024-07-23 13:00:41.428405,1392,268
2024-07-23 13:00:43.034619,1392,268
2024-07-23 13:09:48.778616,1379,266
2024-07-23 13:09:50.398636,1379,266
2024-07-23 13:09:51.988627,1379,266
2024-07-23 13:09:53.623424,1379,266
2024-07-23 13:09:55.244263,1379,266
2024-07-23 13:09:56.848543,1380,266
2024-07-23 13:09:58.469212,1383,266
2024-07-23 13:10:00.104304,1378,265
2024-07-23 13:10:01.723461,1378,266
2024-07-23 13:10:03.328193,1380,266
2024-07-23 13:10:04.949882,1382,266
2024-07-23 13:10:06.554492,1381,266
